"comicName","comicSummary","comicGrade"
"이단세","가족 학원물","9.79"
"카일룸","악마에 대항해 싸우는 성인(聖人)들의 모험이야기.","9.61"
"키스마이라이프(KissMyLife)","한 소녀가 자신에 대해 알아가는 성장만화","9.79"
"딩스&뚱스","미국에 간 딩스와 뚱스","9.54"
"아이란건","초콜릿을 너무나 좋아하는 아이의 좌충우돌 초콜릿 사수기!!","9.47"
"백야(白夜)","TRIPLE 43013","9.65"
"시골앤더시티","소박한 4컷만화","9.73"
"이사모괴짜가족","엽기발랄 치아교정 스토리","8.89"
"도사랜드","도사들이 사는 세상","9.56"
"타임인조선","철수와 준재의 조선견문록(?!)","9.64"
"그남자의'!'","운명의 상대와의 이별, 그리고 벌어지는 기묘한 일들","9.52"
"완전한인간","피아노 만화의 탈을 쓴 발달장애 아동 보육 만화.","9.78"
"디지털브레이커","상상이현실이된다!","9.67"
"[실화]사랑하니까시즌4","2030세대의 실제사랑이야기를 바탕으로 제작","9.67"
"헤븐샤워(HeavenShower)","천국이 쏟아지다.","9.75"
"다른세상소년","필승고 악마 신수현","9.55"
"길에서만나다","함께 걷고 싶은 길, 서울풍경.","9.64"
"레비아탄","사랑하는 당신에게","9.73"
"꽃같은인생","본격 연애물!","9.63"
"괴짜여기숙사","소소한여대기숙사만화","9.77"
"친절한영희씨","본격다직업열혈히로인개그만화","9.60"
"가타리안","누군가를 죽여야 보상이 주어지는 가타리안. 가타리안이 된 한신. 보상을 통한 그의 무한 업그레이드.","7.35"
"괴몽탐정라로샤","본격드림환타지","9.56"
"잉코무뚜","제국과 마법, 그리고 소수종족 잉코와 무뚜의 이야기","9.57"
"잡았다","그냥 이별 만화.","9.74"
"싸바?싸바!","쌈바 아니고 싸바 (Ca va?  Ca va!)","9.59"
"LAYERS","학원액션판타지서스펜스로망이능력배틀물","9.71"
"자취방의금수들","먹어도 먹어도 배고프고, 자도자도 졸린 삶.☆자취하는 금수들의 그림일기☆http://blog.naver.com/npsngs","9.68"
"선인장과라디오","그들이 말했다.","9.75"
"천체의성","천체의 성을 지키기 위한 태양소년과 친구들의 모험.","9.55"
"매진녀밀리케이","매사에 진지한 녀자 밀리케이","9.64"
"SoulGuide-소울가이드-","저승사자 프로젝트!","9.65"
"마음을주세요","괴수녀의 마음을 뺏어라.","9.22"
"사신전","사신전","9.73"
"먼지처럼","유난히도 추웠던 그 겨울날의 이야기.","9.53"
"무토(Muto)","리메이크예정","9.70"
"악마왕의괴팍한나라","악... 만우절입니다","9.50"
"아스말의노래","판타지 미스테리 액션 모험","9.53"
"탈(TAL)","by 강임","9.76"
"진부한로맨스는영원히.","흔해빠진 사랑타령.","9.79"
"내어린고양이와늙은개","인생 견생 묘생","9.75"
"고시생툰","고시생 이야기","9.69"
"혈액형에관한간단한고찰","각자 다른 혈액형들 사이에서 벌어지는 즐거운 에피소드","9.70"
"그라운드제로","1945년 8월의 이야기","9.72"
"StuporMundi","'세계의 경이'","9.59"
"마야","마야","9.16"
"잡초이야기","part 1.농부찬양가","9.67"
"SORRYMAN","우리집에 살인마가 왓다.","9.67"
"관유의상자세상","현재 예속요를 연재 중입니다.","9.27"
"엔파이터즈","격투 게임의 최고가 되는 그날까지","9.13"
"시간의섬","마지막 공지","9.67"
"누구세요","고양이라서 미안해","9.62"
"인터뷰","스릴러","6.49"
"아멜리아","유쾌한 일상으로 만들어 가는 청춘의 기록","9.70"
"Scapegoat","Scapegoat","9.63"
"하트먼트","정많은 아파트 이웃사람들과의 우당탕 즐거운 에피소드","9.74"
"HAVEN's","헤이븐","9.41"
"케이쿤이야기","일상 개그만화","9.38"
"슭의말년휴가","슭의 군대이야기","9.06"
"페이백[완]","판타지소년만화","9.45"
"seal","루이","7.99"
"파푸리안","그와그녀","9.54"
"기세기세(기네스세계기록세우기)","기네스 세계 기록을 세우려는 한 소년의 도전이 시작된다!","9.59"
"컵씨의마음차","여유만만 티타임","9.66"
"발타인(BALTAINE)","개그RPG만화","9.55"
"사랑의아쿠아리움","사실개그만화","9.63"
"아이디어맨","순정만화","9.48"
"봄이여오라","현대판타지로맨스","9.68"
"크리퍼스큘(Crepuscule)","뱀파이어 학원 판타지","9.74"
"어서와","어느 자취생의 이야기","9.82"
"피노키오","그들의발랄한일상생활","9.75"
"잭과콩나물!!","본격 정신나간 콩나물vs잭 격투만화","9.45"
"앜","ㅋ","9.60"
"늑대의성","늑대와 달과 계약자.","9.75"
"스물둘*","유냐 ;)","9.43"
"무령[巫鈴]thekinslayer","인간과 인간이 아닌 자. 그리고 인과율에 따라 그 두 세계를 잇는 소녀의 이야기.","9.74"
"LOST","잃어버린 자들의 이야기.","9.67"
"별의유언","그가보는이야기","9.69"
"소년전[Limit]","판타지 코믹액션","9.42"
"들어는보았나!질풍기획!","오늘을 사는 우리네의 질풍같은 이야기","9.71"
"STUPORMUNDI","중세역사판타지","9.31"
"그런지(grunge)","밴드만화!","9.69"
"폭력의신","스타일리시 리얼액션","9.62"
"잠이오냐","학원과 집에서 벌어지는 일상 개그만화","9.76"
"이별에서이별하는법","이별만화","9.83"
"카페,롤링페이퍼(CAFE,ROLLINGPAPER)","그와 내가 진정한 가족이 될 수 있을까?","9.76"
"와일드(THEWILD)","와일드한 녀석들의 와일드한 만화","8.85"
"안개숲에살다","전생으로 부터의 기다림, 알수없는 운명이 안개숲으로 이끈다.","9.70"
"저스트나우","하고싶은걸 시작할'때'는 내일도 모래도 아닌 그냥 지금","9.57"
"PWAP(피와피)","피와 피가 얽힌...","9.76"
"방울토마토","민훈이 고딩이야기","9.75"
"옆집화랑","옆집에 화랑이 산다","9.74"
"클래비쇼","초대박 프로젝트","8.88"
"녹색문","녹색문","9.75"
"미친4컷2010","4컷만화.","9.74"
"오마이레이스(Oh!mylace)","아주 강력한 쇼핑몰이 온다!!!","9.74"
"봄봄","봄봄","9.75"
"내일은만화왕","본격입시만화만화","9.71"
"낙원이야기","SF샤머니즘","8.18"
"양의향수병","어른 동화","9.55"
"세가지색클로버","3가지 인격의 주인공이 펼치는 액션만화~","9.54"
"지구방위연구소","본격 4컷만화","9.74"
"델리의말랑말랑","외로워도 슬퍼도 나는 안울어-","9.03"
"자취주부男만화일기/금속문어","금속문어 - 자취주부男 만화일기","9.76"
"마녀가되다.","도전!도전!","9.63"
"설뫼뎐","바위의 모험이야기!","9.75"
"기적이운다","기적이운다 연재공지","9.39"
"흑색논란","인간과 종(種)이 된 인간들의 전쟁","9.69"
"여자만화[구두]","여자만화","9.74"
"배추걸다이어리","나는야 미녀 배추걸","9.75"
"별과바람과꽃길의왈츠","소년과 소녀의 모험 이야기","9.69"
"YUGA","뭐든지 다 이유가 있는 거 아니겠어?","9.69"
"조선명탐정진현군","가상국 조선에서 추리세계가 펼쳐진다","9.77"
"라에스토나(LaEstona)","New Estona Project","9.63"
"쳇세렌디피티","라 돌체비타","9.08"
"개와나","bye~","9.69"
"Guardian","수호자","9.75"
"어쿠스틱라이프",":","9.57"
"스물일곱","감동로맨스","9.56"
"'아동전문'동화미술학원","요괴와 인간, 최후전선 동화미술학원의 오늘은...","9.70"
"견우와직녀","견우와 직녀의 또 다른사정","9.57"
"위기의인생","피할 수 없는 위기의 이야기.","8.64"
"달려!!","야구를 사랑하는 고교생들의 이야기.","9.23"
"출동!인간퇴치사무소","권리찾는 귀신들","9.59"
"스토커","누군가 당신을 지켜보고 있다면?....","9.77"
"포그이야기","포그이야기 Vol.4 - 서른 즈음을 살아가는 사람들의 이야기","8.28"
"철가방익스프레스","좌충우돌 철가방 시트콤","9.65"
"[울지마]","미르+폭냥 = 울지마","9.64"
"나와너","나와너","9.77"
"블루로맨스(blueromance)","푸릇푸릇한 청춘","9.50"
"낭만다이어리","주낭만을 불러봐. 롸잇나우!","9.21"
"푸른도마뱀","환타지 만화 입니다.","9.48"
"신의탑","신의탑","9.73"
"살인자ㅇ난감","물건 파는 것도 아니고 카피는 무슨...","9.65"
"제페토","제페토 할아버지와 피노키오의 휴먼스토리","9.66"
"어느공대생이야기","어느 공대생 이야기","9.68"
"우리가흘린메모지들","판타지 휴머니즘, 드라마 단편선","9.57"
"사랑을주세요","사랑을 주세요","9.67"
"참잘했어요!","참 잘했어요!","9.67"
"PenguinlovesMev","한국여자, 영국남자.","9.76"
"스페이스차이나드레스","코믹SF무협","9.63"
"까마귀의편지","까마귀의 편지","9.61"
"환상주사위","환상학원모험물","9.69"
"파란만장꼬무신일지","기다리는 것이 아니라 사랑하는 것이다.","9.20"
"곰팅이의하늘우체통","사랑많고 마음따뜻한 곰팅이가 들려주는 세상에서 가장 아름다운 이야기","9.57"
"보보니이야기","사랑.우정.인생에 관련된 이야기","9.76"
"귀신이보이다1(막장녀의일기)","주인공 왕추자에게 귀신이 보이기 시작한다","9.55"
"스마일브러시","스마일브러시","9.70"
"BESTWAY","BEST WAY","9.48"
"서머너즈","Playing English","9.54"
"[그녀의비무다]","무림 다이어리","9.68"
"[야메떼오이상]","실연당한 찌질이 백수의 여자친구 되찾기!","9.63"
"너땜에찬란한내인생!","상큼 러브판타지♡","9.64"
"폭풍의전학생","살아남는게목적임","9.69"
"특수영능력수사반","특영반","9.72"
"무차별소년소녀","놀고 있어요.","9.77"
"러비츠","신입디자이너 러빗의 좌충우돌 성장기","9.36"
"Captor","열등감에 사로잡힌 사람들의 이야기.","9.76"
"죽음의섬","미스터리전쟁공포 스릴러 - 죽음의 섬. 남양군도   연기가 피워 오르면 병사들이 죽는다. 왜?","9.66"
"아무것도아니에요","말하기어려운 마음한부분의 이야기","9.69"
"우리이모이야기","젊음과 끼를 주체 못하는 우리 이모 <제란>과  가족들의 이야기","9.50"
"신부의조각","평범한 듯 평범하지 않은 일기(?) 일까나... 장르는 아직 고민중","9.67"
"CELL","우리는 언젠가 죽습니다. 단지 그 때를 우리 마음대로 할수 없을 뿐이죠.","9.60"
"낯선자들의보고서","다른이들의 시선으로 본 이방인","9.54"
"확률","세 사람","9.53"
"써라그림일기","그림일기","9.24"
"CARNIVAL","준비중","9.51"
"고슴도치","평범한 사람들의 평범한 이야기.","9.50"
"넌죽었다.","평범한 일상에 찾아온 비극","9.56"
"콘스탄쯔이야기|지민양이야기","팩션 다큐멘터리","9.68"
"저승의간섭","저승사자와 귀신들의 요절복통 코믹 호러 저승토크쇼!","9.66"
"[수잉츄|CRAZYCRAYON]","망상쟁이 망상일기 '크레이지 크레용'","9.71"
"스턴건","경찰은 5분거리에 있다","9.46"
"너무예쁜거아니니꼬무야","사람은 고양이처럼 고양이는 사람처럼","9.67"
"3월의토끼","신년 특집단편","9.73"
"한줄기빛","병태의 영화제작 푸로젝트","9.39"
"웬일이니!!!","키득하며 웃을때까지 도전하는 만화!!","9.59"
"아스란영웅전","용을 물리친 용사의 이야기","9.67"
"이명충(耳鳴蟲)","미스테리 스릴러","9.61"
"작살패러디","작살패러디","9.14"
"크레파스","깔깔깔~","9.77"
"Find(파인드)","10화 11/16 업뎃","9.66"
"부탁해요-!곰씨!","이별후에 오는것들","9.77"
"인간사육일지","육일지네 가족이야기","9.67"
"조립식","조립식","8.73"
"청소년들의사랑","이상한 순정만화","9.62"
"오래된노래","소나기와 함께 찾아 온 첫사랑의 기억","9.51"
"케미스트리","누와르noir","9.67"
"소설가J","어두운 지하실, 그 곳에 당신을 기다리고 있는 J가 있다","9.70"
"고!고!루키루!","루키루!와 함께 즐거운 하루 보내세요!!!","9.69"
"MASKBOY","MASK BOY","9.55"
"안개의시","우린 어쩌면 안개속에서 길을 잃어 헤매고 있는 건지도 몰라.","9.73"
"[H愛TE]","박성철","9.63"
"MODEL(모델)","'도전 수퍼모델' 같은 이야기를 생각하신다면... 좀 민망합니다. 후후;;;","8.14"
"인디언","내가 어릴적에...","9.76"
"놓지마정신줄","본격 유체이탈 예방프로젝트 웹툰","9.43"
"어른스러운철구","공상 비과학 만화 <어른스러운 철구>","9.68"
"k-9(canine)","good man's report","9.78"
"미미의일상","4차원밥맛소녀!","9.47"
"블랙마리아","블랙마리아","9.17"
"도치생각","고슴도치처럼 변해버린 사람의 세상사는 이야기.","9.33"
"흐드러지다","황제암살을 둘러싼 음모와 배신, 그리고 비극","9.73"
"개판","투견 바울의 이야기","9.69"
"그리고그들은","타인에 의한 상처와 치유, 그 경계에서 행복한 결말을 꿈꾸는 이들의 이야기","9.57"
"그린스마일","멸종위기에 처한 야생동물의 환경이야기","9.55"
"무당벌레꼬린야","행복,나눔,일상","9.44"
"실질객관동화","당연한 이야기,들어보시겠습니까?","9.75"
"<지금우리학교는>","조용했던 학교..한순간에 핏빛으로 물들고....우린 갈데가 없다!!","9.72"
"마루여고","평범하지만 기억에 남는 여고의 일상생활을 소재로 한 만화, 마루여고입니다! :)","9.72"
"평범한하루","평범한 하루","9.77"
"눅쓰의일기","눅쓰의 별볼일없는 일상들속의 이야기","8.92"
"나이트런(knightrun)고화질리테이크","우주+기사+검+고화질 재업","9.77"
"판다독","우리의 소심청년 판다독! 디자이너 판다독의 일상과 회사 동료, 친구 그리고 가족 이야기를 통해 우리의 모습을 들여다 보세요.","9.41"
"기억을만드는여자","안녕하세요 스튜디오 로프트입니다. http://cafe.naver.com/studioloft","6.58"
"DaytoDay","데투데","9.81"
"엘레프","※예수시대의 제사장을 주인공으로 한 만화입니다.특정 종교를 폄하하려는 의도로 그려진 것이 아님을 미리 말씀드립니다. ---------","9.73"
"묵회","즐겁게 보아주세요. http://bongdal.org","9.39"
"가족사진","미스테리 가족드라마","8.87"
"연옥님이보고계셔","언제 어디서나 어떻게든 나를 보고 있는 존재라면.","9.62"
"스쿨라이프","스쿨라이프","9.37"
"이그니션","후기","8.04"
"천짜의동동다리","설렘없는 날 찾아오는 봄날의 진눈깨비, 천짜의 아으동동다리 ","7.05"
"블랙젤리","젠체의 일상속으로...","6.75"
"다이어트뻬띠슈","다이어트하는 돼지의 슬프도록 아름다운 스토리","7.75"
"[실화]사랑하니까시즌1","사랑하니까는 20대의슬픈사랑이야기에 올라온 사연을 바탕으로 만든 카툰에세이 입니다","9.76"
"스풍동산","꿈과 희망의 스풍동산","7.20"
"도레미친만화","대게 실화이거나 팬분들이 보내주신 소재를 가지고 만화를 그립니다.","6.96"
"반쪽짜리이야기","반쪽짜리 이야기","8.41"
"야도닷껌","야도닷껌","5.56"
"포토쥬스","누똥바의 포토쥬스","6.37"
"김모군의일기","김모군의 일기","7.18"
"[지냥이]친절한'공익'씨","공감개그만화","5.13"
